tweet_id~text_orig
1.451168264793567e+18~"@epatriau @AdrianzenEduard @anibaltorresv Ya y?.
Superalo hijo mio y ya no llores porque te quitaron el subsidio. Ya es hora de mover ese cul""para chambear y ver que se siente trabajar y no esperar que los peruanos te paguemos."
1.451165558754349e+18~@janyspring Ohh.. Lo siento mucho querida Janita, espero que te recuperes muy pronto! 🙌💚❤️
1.451137017333658e+18~@dinamicash @DD_ManoloRamon Hola Ana Mari lo siento mucho ,este año yo no los podré ver ,será el único año ,que no pueda ir a verlos ,pero mi salud me lo impide ,disfrutar de ellos ,en Mallorca espero que grabes algo para que yo los pueda ver ,un abrazo
1.451102195567505e+18~"@DataHorseman @DadosdeLaplace Espera. Cuando hablamos de que hay más enchufes de cuáles hablamos? 🤣🤣

Na, es broma. Que sí. Si ya sabes que cualquier trámite en la UCM es para hacerse el harakiri…y así nos va quedándonos atrás continuamente en este sentido respecto al resto…CaMPüs dê ēxcEléncia…"
1.451090050825982e+18~hoy siento que me voy a morir, no es broma no una exageración, solo quiero decir que si mañana no estoy con ustedes, espero que Ichibin, entre a mi teléfono y envié todas las cartas que tengo en mis notas.
1.451054352781779e+18~"Me dicen ""Esperaba más de ti”. Hijitos, no puedo dormir con Los tigres tapados porque siento que alguien me lo va a jalar. Mames !"
1.451037492598215e+18~Me siento como si fuera que estoy esperando algo que no va a pasar...
1.451028002964443e+18~Y ahora estoy esperando el desenlace de toda esta tensión que se siente en la oficina...
1.451025413736645e+18~"@DilaurenttiCris Lo que si se es que en una ocasión que salimos a cine, ella necesitaba usar el baño, pero los murmullos en voz baja de la gente no se hicieron esperar. Que por ""la voz"" debería haber usado ""el otro baño"". Y si, dos señoras fueron la de esos murmullos. Nos sentimos re mal"
1.450989524478149e+18~@Equi_Gallagher El muchachito que jugo de 4 no hizo una bien, que vuelva ya el Tucu y este pibe baje a reserva, no tiene sentido que a Di Luciano lo quieran esperar, el tiene que ser ser recambio del Tucu
