tweet_id~text_orig~tag_amt~at_amt
1.455164359727063e+18~Me pasan cosas subrralista... Famoso o gente conocid@... No voy a dar nombre cuento la historia.. ahora es famoso.. sale en TVE exactamente en. Los programas de Telecinco.. si hace nada ganar pasta por realities. Voy a mi tren, unas chicas q conozco le han pedido foto~0~1
1.453196244902416e+18~@@SSC_CDMX Podrian apoyarnos,los administradores de la tintorería que tenemos al lado se encierran como hoy y ponen música sobrepasando los decibeles estipulados en el art 186BIS de la LeyAmbiental de Protección a la Tierra en la capital,ya se les ha pedido cordialmente y ...~1~2
1.452977739963814e+18~"@YoSoyDaniela3 

Listo.
Terminamos tema Dani
No puedo des@ a quien lo pide"~1~2
1.451554561114653e+18~"@unPUTEmas Buenos días, @❤️! No me das tu nombre!
Tú dale lo que te pidan, no importa si el otro no sirve para nada. Tu siempre demuestra lo que vales. Si los demás son 💩💩💩 problema de ellos!
Tú, impecable y educado se las proporcionas. La vida después se va a encargar de demostrar 👇"~1~2
1.449007801217528e+18~Le están pidiendo a Karina la Princesita que muestre la factura de lo que cobró en un evento jajaja. Si, ahí te muestro mis finanzas @ virgosinfotodeperfil12355689~0~1
1.4540674054837e+18~Ayyy perdón @GabibazanO se me escapó ese @ te pido mildiiiis.... jajajajajajajajajajaja~1~2
1.452737637739946e+18~"Hola a todos.Quiero prncp/aclarar  ""@""a los q leen para q se haga notorio 
@angrytwittok @gomezaugier @patriciodm81 @josebrandan666 
POR FAVOR !!!!!NO SOY MEDICA, PERO: CUANTA GENTE MÁS TIENE Q MORIR?,Q NOS PASA Q NO REACCIONAMOS Y PEDIMOS LO Q X DERECHO NOS CORRESPONDE???(sigue)"~4~5
1.452076115149853e+18~"@Diego_Molano Extradición pedimos #nomasimpunidad @
@IvanDuque #Colombia"~2~3
1.451302886168834e+18~@esmigoz @DesvariosdeMono @Tonicanto1 ¿Cuanto la renta te sale a devolver, decides que hacienda se lo queda o eludes y pides la devolución? Listill@~3~4
1.45080029874686e+18~Increíbles las mentiras que acaba de decir el de “opinión” en @NTelevisa_com Mentira 1 “nadie está pidiendo la revocación de mandato” Fr3n@ ya está recabando firmas y se reunió con el @INEMexico 2. “Los que promueven la revocación, en si piden ratificación” FALSO pedimos~2~3
1.449805564763152e+18~Tengo años regalando cobijas a personas en situación de calle esté año a sido difícil y les comenté a mis ex compañeros que me apoyarán ( primera vez que pido apoyo para eso ) ningun@ pudo jajaja quedé ,🤡 y eso que todos dicen que son pudientes nunca más vuelvo a pedir apoyo .~0~1
1.449789382207033e+18~Explícame, si vos en el termo tenias agua y vas a tomar mate. Porq tiras el agua. Nooooo hij@ la pones en la pava y la calentas otra vez, es agua el agua no queda fea si la calentas. Te pido por el amor de dios q no tires el agua del termo en mi presencia. Comprendido(?~0~1
1.449706701825917e+18~Alguén nos pode explicar como funciona a hospedaría, construída cos cartos do herario público e que rexentan as .Máis Bernardas, co inconvinte de que cando se les pide información, segundo quen sexa @ demandante, resposta dun modo ou doutro. 😔😔~0~1
1.449477332486394e+18~"Puerta de súper. Hombre muy joven (me atrevo a decir que tendría la mitad de mi edad) porte físico más que saludable, sin ninguna discapacidad aparente. Me dice ""señora, me ayuda con algo?""... 
Ningun@ pide trabajo, todos quieren ayuda, que proviene del trabajo de otr@s! 😡"~1~2
1.45265049948901e+18~El mayor problema del usuario es que llama para pedir ayuda, no te escucha y encima pone en duda todo lo que le dices. #FelizLunes Bienvenid@ a mi lista negra.~0~1
1.450692587422106e+18~"Cuando te sientas harto, cansado y no contento con tu vida, recuerda que alguien en este preciso momento está pidiendo con todas sus fuerzas lo que tú tienes. 

No te quejes y vive la vida.
😘
¡Ridícul@!"~0~1
1.448404288405975e+18~He pedido 3 pares de lentillas y saben cuántos me han llegado??? Exacto cero @ aduanas me cago en tus muertos~0~1
1.448338255276126e+18~@MarcoRubioCuba SI EL CARÁCTER DEL SOCIALISMO EN CUBA ES IRREVOCABLE,ENTONCES HAY Q@ DARLE AL @PartidoPCC Y SU CONSTITUCIÓN UNA CARGA AL MACHETE,HAY SOLUCIÓN PACÍFICA ??INTERVENCION MILITAR HUMANITARIA P CUBA ES LO QUE PEDIMOS LOS CUBANOS @USEmbCuba @Hola_Otaola @MaElviraSalazar @RosaMariaPaya~6~7
1.448005691579503e+18~@machupoume @Atreyus74 @PabloIglesias Ahora pides también dinero???? Pues no eres list@, jajajajaja~3~4
1.447927029987414e+18~Va a quedar la caga por que ahora todos los niños quieren ir ya que están vacunados con la primera dosis y están las mamás que pidieron autorización pa mandar todos los días él/la niñ@ al colegio 😅~0~1
1.44790827774926e+18~@MariaVisionTV @ le pido a la virgen de Zapopan interseda por todos para que sigamos adelante con esta pandemia y crisis económica 🙏🙏~1~2
1.447381308221628e+18~Vamosna a hacer tendencia ya para qué se vaya berizzo de una vez y qué asuma costas o un paraguayo, ovalemao!! Hace 1 año qué pedimos ya es hora que se vaya a la pooot@@@@@@ si quiere !~0~6
1.44699319244478e+18~@jacoblablaa ¿Y dónde se pide esa @? Es para una tarea 🤭~1~2
1.456669365710037e+18~"#DecisiónVerdeYa 
Tenemos un momento único que estamos desaprovechando, desde febrero pedimos que se definiera el rumbo del candidat@ verde y no se ha decidido nada. Pedimos a los co presidentes que se pronuncien, pedimos una #DecisiónVerdeYa"~0~1
1.456441696678556e+18~Reconocer un error no es humillarse, es crecer como persona... Por favor no te olvides de los demás! Quien pide por los otros aboga por si mism@... #HagamosQueSuceda! Buena Noche 🌹~0~1
1.455617084071858e+18~Si vas a estudiar para ser docente no es solo enseñar al alumn@ la materia, si te pide ayuda con algo fuera de la materia, ayudal@ no podes callarte y ser cómplice de algo que le está sucediendo. En éste caso alumnos que quieren secuestrarlas violarlas y torturarlas.ESO ES DELITO~0~2
1.453411321102234e+18~Traen su mascota enferma hace mucho más tiempo del que nos dicen (si, nos damos cuenta de todo) y esperan un milagro d part nuestra. Muchas veces x mucho tratamiento es imposible salvarl@. Cuál es el resultado final?: el enojo/agresión hacia los profesionales. Pedimos respeto! 🙏🏼~0~1
1.451568378297164e+18~"Por favor pueden ir despidiendo el o la que cuenta los tweest ,por favor se debió marear que está restando en vez de sumar ,no pasa nada lo quitan y ponen un@ nuevoo la maquna se estropreó ,no creo que sea mucho pedir al señor twuiter ,que ponga atencion en ésto .
#KeremBürsin"~0~1
